#auto generated file!
12.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
18.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
24.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
30.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
36.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
42.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
48.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
54.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
60.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
66.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
72.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
78.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
84.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
90.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
96.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
102.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
108.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
114.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
120.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
126.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
132.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
138.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
144.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
150.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
156.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
162.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
168.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
174.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
180.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
186.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
192.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
198.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
204.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
210.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
216.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
222.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
228.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
234.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
240.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
246.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
252.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
258.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
264.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
270.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
276.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
282.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
288.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
294.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
300.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
306.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
312.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
318.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
324.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
330.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
336.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
342.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
348.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
354.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
360.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
366.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
372.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
378.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
384.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
390.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
396.0;40;54;41;45;47;41;41;43;36;38;44;41;39;50
