#auto generated file!
12.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
18.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
24.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
30.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
36.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
42.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
48.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
54.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
60.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
66.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
72.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
78.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
84.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
90.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
96.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
102.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
108.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
114.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
120.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
126.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
132.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
138.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
144.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
150.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
156.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
162.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
168.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
174.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
180.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
186.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
192.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
198.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
204.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
210.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
216.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
222.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
228.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
234.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
240.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
246.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
252.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
258.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
264.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
270.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
276.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
282.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
288.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
294.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
300.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
306.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
312.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
318.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
324.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
330.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
336.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
342.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
348.0;8;19;13;19;8;14;12;23;16;17;14;7;11;19
