#auto generated file!
12.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
18.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
24.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
30.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
36.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
42.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
48.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
54.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
60.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
66.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
72.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
78.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
84.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
90.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
96.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
102.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
108.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
114.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
120.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
126.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
132.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
138.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
144.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
150.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
156.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
162.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
168.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
174.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
180.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
186.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
192.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
198.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
204.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
210.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
216.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
222.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
228.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
234.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
240.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
246.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
252.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
258.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
264.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
270.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
276.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
282.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
288.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
294.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
300.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
306.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
312.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
318.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
324.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
330.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
336.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
342.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
348.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
354.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
360.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
366.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
372.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
378.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
384.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
390.0;29;26;20;30;26;31;26;32;28;26;33;27;27;39
